ACFT_SERIES,ICAO,ENG_TYPE,NB_ENG,BADA3,BADA4,BADA_TYPE,ENGINE_ID
EMB170 200STD,E75S,CF34-8E5,2,E75S,EMB-175STD,J,01P08GE197
EMB170 200STD LW,E75L,CF34-8E5,2,E75L,EMB-175LR,J,01P08GE197
EMB170 200STD SW,E75S,CF34-8E5,2,E75S,EMB-175STD,J,01P08GE197
EMB170LR,E170,CF34-8E5,2,E170,EMB-170LR,J,01P08GE197
EMB190,E190,CF34-10E,2,E190,EMB-190STD,J,11GE142
EMB190 100BJ,E190,CF34-10E,2,E190,EMB-190STD,J,11GE142
EMB190 100BJ LINEAGE 1000,E190,CF34-10E,2,E190,EMB-190AR,J,11GE142
EMB190 100IGW,E190,CF34-10E,2,E190,EMB-190AR,J,11GE142
EMB190 100IGW F,E190,CF34-10E,2,E190,EMB-190STD,J,CF34-10E
EMB190 100LR,E190,CF34-10E,2,E190,EMB-190LR,J,11GE144
EMB190 100STD,E190,CF34-10E,2,E190,EMB-190STD,J,11GE142
EMB190 200,E195,CF34-10E,2,E195,EMB-195STD,J,11GE144
EMB190 200LR,E195,CF34-10E5A1,2,E195,EMB-195LR,J,11GE144
EMB190 200LR EMB 195,E195,CF34-10E5A1,2,E195,EMB-195LR,J,11GE144
EMB190 200STD,E195,CF34-10E5A1,2,E195,EMB-195STD,J,11GE144
EMB190 200STD EMB 195,E195,CF34-10E5A1,2,E195,EMB-195STD,J,11GE144
EMB190 300STD,E290,PW1919G,2,E290,,J,04P20PW200
EMB190 400STD,E295,PW1919G,2,B736,,J,04P20PW200
EMB190 LINEAGE 1000,E190,CF34-10E,2,E190,EMB-190STD,J,11GE142
EMB195,E195,CF34-10E,2,E195,EMB-195STD,J,11GE144
EMB195 E2,E295,PW1919G,2,B736,,J,04P20PW200
F28 1000,F28,SPEY 555-15,2,F28,,J,4RR035
F28 1000C,F28,SPEY 555-15,2,F28,,J,4RR035
F28 2000,F28,SPEY 555-15,2,F28,,J,4RR035
F28 3000,F28,SPEY 555-15H,2,F28,,J,4RR035
F28 3000C,F28,SPEY 555-15H,2,F28,,J,4RR035
F28 4000,F28,SPEY 555-15P,2,F28,,J,4RR035
FALCON 10,FA10,TFE731-2-1C,2,FA10,,J,1AS001
FALCON 100,FA10,TFE731-2-1C,2,FA10,,J,1AS001
FALCON 10MER,FA10,TFE731-2-1C,2,FA10,,J,1AS001
FALCON 20 5B,FA20,TFE731-5B,2,FA20,,J,1AS002
FALCON 200,FA20,ATF3-6A-4C,2,FA20,,J,BIZLIGHTJET_F
FALCON 2000,F2TH,CFE738-1-1B,2,F2TH,,J,BIZMEDIUMJET_F
FALCON 2000DX EASY,F2TH,PW308C,2,F2TH,,J,01P07PW146
FALCON 2000EX,F2TH,PW308C,2,F2TH,,J,01P07PW146
FALCON 2000EX EASY,F2TH,PW308C,2,F2TH,,J,01P07PW146
FALCON 2000LX,F2TH,PW308C,2,F2TH,,J,01P07PW146
FALCON 2000S,F2TH,PW308C,2,F2TH,,J,01P07PW146
FALCON 20C,FA20,CF700-2D2,2,FA20,,J,CF700-2D
FALCON 20C 5,FA20,TFE731-5AR-2C,2,FA20,,J,1AS002
FALCON 20D,FA20,CF700-2D,2,FA20,,J,CF700-2D
FALCON 20DC,FA20,CF700-2D2,2,FA20,,J,CF700-2D
FALCON 20E,FA20,CF700-2D2,2,FA20,,J,CF700-2D
FALCON 20E 5,FA20,TFE731-5BR-2C,2,FA20,,J,1AS002
FALCON 20ECM,FA20,TFE731-5AR-2C,2,FA20,,J,1AS002
FALCON 20EW,FA20,CF700-2D2,2,FA20,,J,CF700-2D
FALCON 20F,FA20,TFE731-5AR-2C,2,FA20,,J,1AS002
FALCON 20F 5,FA20,TFE731-5B,2,FA20,,J,1AS002
FALCON 20F 5B,FA20,TFE731-5BR-2C,2,FA20,,J,1AS002
FALCON 20G,FA20,ATF3-6-2C,2,FA20,,J,BIZLIGHTJET_F
FALCON 20G HU 25A,FA20,ATF3-6-2C,2,FA20,,J,BIZLIGHTJET_F
FALCON 20G HU 25C,FA20,ATF3-6-2C,2,FA20,,J,BIZLIGHTJET_F
FALCON 20G HU 25D,FA20,ATF3-6-2C,2,FA20,,J,BIZLIGHTJET_F
FALCON 20SNA,FA20,CF700-2C,2,FA20,,J,CF700-2D
FALCON 20SP,FA20,CF700-2C,2,FA20,,J,CF700-2D
FALCON 50,FA50,TFE731-3-1C,3,FA50,,J,1AS002
FALCON 50 40,FA50,TFE731-40,3,FA50,,J,1AS002
FALCON 50EX,FA50,TFE731-40,3,FA50,,J,1AS002
FALCON 5X,FA5X,SILVERCREST,2,GLF2,,J,01P22PW141
FALCON 6X,FA6X,PW814GA,2,GLF5,,J,01P22PW141
FALCON 7X,FA7X,PW307A,3,FA7X,,J,03P16PW192
FALCON 8X,FA8X,PW307D,3,FA7X,,J,03P15PW193
FALCON 900,F900,TFE731-5AR-1C,3,F900,,J,1AS002
FALCON 900B,F900,TFE731-5BR-1C,3,F900,,J,1AS002
FALCON 900C,F900,TFE731-5BR-1C,3,F900,,J,1AS002
FALCON 900DX,F900,TFE731-60,3,F900,,J,1AS001
FALCON 900EX,F900,TFE731-60-1C,3,F900,,J,1AS002
FALCON 900EX EASY,F900,TFE731-60-1C,3,F900,,J,1AS002
FALCON 900LX,F900,TFE731-60-1C,3,F900,,J,1AS002
FOKKER 100,F100,TAY 650-15,2,F100,F100-650,J,3RR031
FOKKER 70,F70,TAY 620-15,2,F70,F70-620,J,1RR020
FOKKER 70ER,F70,TAY 620-15,2,F70,F70-620,J,1RR020
G100,ASTR,TFE731-40R-200G,2,G150,,J,1AS002
G1159,GLF2,SPEY 511-8,2,GLF2,,J,SPEY MK511-8
G1159 SP,GLF2,SPEY 511-8,2,GLF2,,J,SPEY MK511-8
G1159 SRA 1,GLF3,SPEY 511-8,2,GLF2,,J,SPEY MK511-8
G1159A,GLF3,SPEY 511-8,2,GLF2,,J,SPEY MK511-8
G1159B,GLF3,SPEY 511-8,2,GLF2,,J,SPEY MK511-8
G1159C TP102,GLF4,TAY 611-8,2,CRJ9,,J,11RR048
G1159SP,GLF2,SPEY 511-8,2,GLF2,,J,SPEY MK511-8
G1159TT,GLF2,SPEY 511-8,2,GLF2,,J,SPEY MK511-8
G150,G150,TFE731-40R-200G,2,G150,,J,1AS002
G200,GALX,PW306A-5,2,HA4T,,J,7PW077
G280,G280,HTF7250G,2,G280,,J,01P11HN012
G300,GLF4,TAY 611-8,2,CRJ9,,J,11RR048
G300MPX,GLF4,TAY 611-8,2,CRJ9,,J,11RR048
G350,GLF4,TAY 611-8C,2,CRJ9,,J,11RR048
G400,GLF4,TAY 611-8,2,CRJ9,,J,11RR048
G450,GLF4,TAY 611-8C,2,CRJ9,,J,11RR048
G500,GA5C,PW814GA,2,GLF5,,J,01P22PW141
G500,GLF5,BR710-48,2,GLF5,,J,4BR008
G550,GLF5,BR710-48,2,GLF5,,J,4BR008
G550 AEW,GLF5,BR710-48,2,GLF5,,J,4BR008
G550 C 37B,GLF5,BR710-48,2,GLF5,,J,4BR008
G600,GA6C,PW815GA,2,GLF5,,J,01P22PW142
G650,GLF6,BR725,2,GLEX,,J,01P11BR016
G650 ER,GLF6,BR725,2,GLEX,,J,01P11BR016
G700,GA7C,Pearl,2,GLEX,,J,06P26RR149
G800,GA8C,Pearl,2,GLEX,,J,06P26RR149
GIV,GLF4,TAY 611-8,2,CRJ9,,J,11RR048
GIV SP,GLF4,TAY 611-8,2,CRJ9,,J,11RR048
GIV SP ECM TP102B,GLF4,TAY 611-8,2,CRJ9,,J,11RR048
GLOBAL 5500,GL5T,BR710A2-20,2,GL5T,,J,01P04BR013
GLOBAL 6500,GLEX,BR710A2-20,2,GLEX,,J,01P04BR013
GV,GLF5,BR710-48,2,GLF5,,J,4BR008
GV C 37A,GLF5,BR710-48,2,GLF5,,J,4BR008
GV ECM,GLF5,BR710-48,2,GLF5,,J,4BR008
HAWKER 4000 HORIZON,HA4T,PW308A,2,HA4T,,J,01P07PW145
HAWKER 400XP,BE40,JT15D-5,2,BE40,,J,1PW037
HONDA JET,HDJT,HF120,2,HDJT,,J,BIZLIGHTJET_F
IAI1121,JCOM,CJ610-1,2,H25A,,J,1AS002
IAI1121B,JCOM,CJ610-5,2,H25A,,J,1AS002
IAI1123,WW23,CJ610-9,2,SBR1,,J,1AS002
IAI1124,WW24,TFE731-3-1G,2,SBR1,,J,1AS002
IAI1124A,WW24,TFE731-3-1G,2,SBR1,,J,1AS002
IAI1125 ASTRA,ASTR,TFE731-3B-100G,2,G150,,J,1AS002
IAI1125SP ASTRA,ASTR,TFE731-3C-200G,2,G150,,J,1AS002
IAI1125SPX ASTRA,ASTR,TFE731-3C-200G,2,G150,,J,1AS002
IAI1126 GALAXY,GALX,PW306A-5,2,HA4T,,J,7PW077
IL62M,IL62,D30KU,4,DC87,,J,1AA003
IL62M F,IL62,D30KU,4,DC87,,J,1AA003
IL76 A50,IL76,D30KP,4,IL76,,J,1AA002
IL76M,IL76,D30KP,4,IL76,,J,1AA002
IL76MD,IL76,D30KP,4,IL76,,J,1AA002
IL76MDK,IL76,D30KP,4,IL76,,J,1AA002
IL76T,IL76,D30KP,4,IL76,,J,1AA002
IL76TD,IL76,D30KP,4,IL76,,J,1AA002
IL76TD 90,IL76,D30KP,4,IL76,,J,1AA002
IL76TD 90VD,IL76,PS-90A-76,4,IL76,,J,13AA006
IL78,IL76,D30KP2,4,IL76,,J,1AA002
IL78M,IL76,D30KP,4,IL76,,J,1AA002
IL78MD,IL76,D30KP,4,IL76,,J,1AA002
IL86,IL86,NK-86,4,IL86,,J,1KK003
IL86VKP,IL86,NK-86,4,IL86,,J,1KK003
IL96,IL96,PW2337,4,IL96,,J,4PW072
IL96 300,IL96,PS-90A,4,IL96,,J,13AA006
IL96 300T,IL96,PS-90A,4,IL96,,J,13AA006
IL96 400T,IL96,PS-90A,4,IL96,,J,13AA006
KC 10A,DC10,CF6-50C1,3,DC10,,J,3GE073
KC 46A PEGASUS B767 2C,B762,PW4062,2,B762,B762GE50,J,12PW102
KC 46A PEGASUS B767 2LK,B762,CF6-80C2B6F,2,B762,B762GE50,J,01P02GE188
KDC10 30CF,DC10,CF6-50C,3,DC10,,J,3GE070
L1011 1 F,L101,RB211-22B,3,L101,,J,1RR002
L1011 100,L101,RB211-22B,3,L101,,J,1RR002
L1011 200,L101,RB211-524B4,3,L101,,J,1RR005
L1011 200 F,L101,RB211-524B-02,3,L101,,J,1RR005
L1011 250,L101,RB211-524B4,3,L101,,J,1RR005
L1011 500,L101,RB211-524B4,3,L101,,J,1RR005
L1011 KC1,L101,RB211-524,3,L101,,J,1RR005
L1011 KC2,L101,RB211-524,3,L101,,J,1RR005
L1329 731,L29B,TFE731-3,4,CL60,,J,1AS002
L1329 8,L29A,JT12A-8,4,CL60,,J,1AS002
L1329 II,L29B,TFE731-3,4,CL60,,J,1AS002
LEARJET 24,LJ24,CJ610-4,2,LJ25,,J,1AS002
LEARJET 24D,LJ24,CJ610-6,2,LJ25,,J,CJ610-6
LEARJET 24E,LJ24,CJ610-6,2,LJ25,,J,CJ610-6
LEARJET 24F,LJ24,CJ610-6,2,LJ25,,J,CJ610-6
LEARJET 24XR,LJ24,CJ610-6,2,LJ25,,J,CJ610-6
LEARJET 25,LJ25,CJ610-6,2,LJ25,,J,CJ610-6
LEARJET 25B,LJ25,CJ610-6,2,LJ25,,J,CJ610-6
LEARJET 25C,LJ25,CJ610-6,2,LJ25,,J,CJ610-6
LEARJET 25D,LJ25,CJ610-8A,2,LJ25,,J,1AS002
LEARJET 31,LJ31,TFE731-2-3B,2,BE40,,J,1AS001
LEARJET 31A,LJ31,TFE731-2-3B,2,BE40,,J,1AS001
LEARJET 35,LJ35,TFE731-2-2B,2,LJ35,,J,1AS001
LEARJET 35A,LJ35,TFE731-2-2B,2,LJ35,,J,1AS001
LEARJET 35A C 21A,LJ35,TFE731-2-2B,2,LJ35,,J,1AS001
LEARJET 35A C 35A,LJ35,TFE731-2-2B,2,LJ35,,J,1AS001
LEARJET 36,LJ35,TFE731-2-2B,2,LJ35,,J,1AS001
LEARJET 36A,LJ35,TFE731-2-2B,2,LJ35,,J,1AS001
LEARJET 40,LJ40,TFE731-20AR,2,LJ45,,J,1AS002
LEARJET 45,LJ45,TFE731-20AR,2,LJ45,,J,1AS002
LEARJET 45XR,LJ45,TFE731-20AR,2,LJ45,,J,1AS002
LEARJET 55,LJ55,TFE731-3AR-2B,2,LJ60,,J,1AS002
LEARJET 55B,LJ55,TFE731-3AR-2B,2,LJ60,,J,1AS002
LEARJET 55C,LJ55,TFE731-3AR-2B,2,LJ60,,J,1AS002
LEARJET 55ER,LJ55,TFE731-3AR-2B,2,LJ60,,J,1AS002
LEARJET 60,LJ60,PW305A,2,LJ60,,J,03P16PW192
LEARJET 60XR,LJ60,PW305A,2,LJ60,,J,03P16PW192
LEARJET 70,LJ70,TFE731-40BR,2,LJ75,,J,1AS002
LEARJET 75,LJ75,TFE731-40BR,2,LJ75,,J,1AS002
LEGACY 450,E545,HTF7500E,2,E545,,J,01P14HN016
LEGACY 500,E550,HTF7500E,2,E550,,J,01P14HN016
LEGACY 600,E35L,AE3007A3,2,E35L,EMB-135BJ-Legacy600,J,01P06AL034
LEGACY 650,E35L,AE3007A3,2,E35L,EMB-135BJ-Legacy600,J,01P06AL034
LJ45,LJ45,UNKNOWN,2,LJ45,,J,1AS002
MC 21 300,A20N,PW1431G,2,A20N,,J,01P22PW175
MC 21 310,A20N,PW1431G,2,A20N,,J,01P22PW175
MD 11 F,MD11,CF6-80C2D1F,3,MD11,,J,2GE049
MD10 10 F,DC10,CF6-6D,3,DC10,,J,1GE001
MD10 10CF,DC10,CF6-6D,3,DC10,,J,1GE001
MD10 30CF,DC10,CF6-50C2,3,DC10,,J,3GE074
MD10 30F,DC10,CF6-50C2,3,DC10,,J,3GE074
MD11,MD11,CF6-80C2D1F,3,MD11,,J,2GE049
MD11 F,MD11,CF6-80C2D1F,3,MD11,,J,2GE049
MD11C F,MD11,CF6-80C2D1F,3,MD11,,J,2GE049
MD11CF,MD11,PW4462,3,MD11,,J,1PW052
MD11ER,MD11,PW4462,3,MD11,,J,1PW052
MD11ER F,MD11,CF6-80C2D1F,3,MD11,,J,2GE049
MD11F,MD11,CF6-80C2D1F,3,MD11,,J,2GE049
MD81,MD81,JT8D-217C,2,MD82,MD808120,J,4PW070
MD82,MD82,JT8D-217C,2,MD82,MD808221,J,4PW070
MD82 F,MD82,JT8D-217C,2,MD82,MD808221,J,4PW070
MD82 SF,MD82,JT8D-219,2,MD82,MD808221,J,4PW071
MD83,MD83,JT8D-219,2,MD83,MD808321,J,4PW071
MD87,MD87,JT8D-217C,2,MD82,MD808720,J,4PW070
MD88,MD88,JT8D-219,2,MD82,MD808821,J,4PW071
MD90 30,MD90,V2525-D5,2,MD83,,J,1IA002
MD90 30ER,MD90,V2528-D5,2,MD83,,J,1IA004
MDC SAIC MD82,MD82,JT8D-217A,2,MD82,MD808221,J,4PW069
MRJ 90 STD,MRJ9,PW1217G,2,A148,,J,01P22PW169
MS760 PARIS II,MS76,MARBORE VI-C2,2,EA50,,J,BIZLIGHTJET_F
MU300 1,MU30,JT15D-4,2,BE40,,J,1PW036
MU300 1A,MU30,JT15D-4D,2,BE40,,J,1PW036
PC24,PC24,FJ44-4A,2,C560,,J,1AS001
PHENOM 100,E50P,PW617F,2,E50P,EMB-500,J,PW610F
PHENOM 300,E55P,PW535,2,E55P,EMB-505,J,PW530
PRAETOR 500,E545,HTF7500E,2,E545,,J,01P14HN016
PRAETOR 600,E550,HTF7500E,2,E550,,J,01P14HN016
RA 390,PRM1,FJ44-2A,2,PRM1,,J,1AS001
ROMBAC1 11 561RC,BA11,SPEY 512-14DW,2,BA11,,J,8RR043
SABRE 40 TP86,SBR1,JT12A-8A,2,SBR1,,J,1PW037
SABRE 40A,SBR1,JT12A-8A,2,SBR1,,J,1PW037
SABRE 60,SBR1,JT12A-8A,2,SBR1,,J,1PW037
SABRE 65,SBR1,TFE731-3R-1D,2,SBR1,,J,1AS002
SABRE 75A,SBR2,CF700-2D2,2,SBR1,,J,CF700-2D
SABRE CT39A,SBR1,J60-P-3,2,SBR1,,J,1PW037
SABRE CT39G,SBR1,JT12A-8A,2,SBR1,,J,1PW037
SABRE T 39N SABRE 40,SBR1,JT12A-8A,2,SBR1,,J,1PW037
SF50,SF50,FJ33,1,SF50,,J,1AS001
SJ30 2,SJ30,FJ44-2A,2,LJ25,,J,1AS001
SN601 CORVETTE,S601,JT15D-4,2,C550,,J,1PW036
SPN GROB 180,GSPN,FJ44-3A,2,C550,,J,1AS001
SSJ100 95,SU95,SaM146-1S17,2,SU95,,J,01P11PJ003
SSJ100 95B,SU95,SaM146-1S17,2,SU95,,J,01P11PJ003
SSJ100 95LR,SU95,SaM146-1S18,2,SU95,,J,01P11PJ004
SSJ100 95SBJ,SU95,SaM146-1S18,2,SU95,,J,01P11PJ004
TU134A,T134,D-30-II,2,T134,,J,1AA001
TU134A 1,T134,D-30-III,2,T134,,J,1AA001
TU134A 3,T134,D-30-III,2,T134,,J,1AA001
TU134A 3 TU135,T134,D-30-III,2,T134,,J,1AA001
TU134A 3CX,T134,D-30-III,2,T134,,J,1AA001
TU134A 3M,T134,D-30-III,2,T134,,J,1AA001
TU134A TU135,T134,D-30-II,2,T134,,J,1AA001
TU134AK,T134,D-30-II,2,T134,,J,1AA001
TU134B 3,T134,D-30-III,2,T134,,J,1AA001
TU134B 3M,T134,D-30-III,2,T134,,J,1AA001
TU154B1,T154,NK8-2U,3,T154,,J,1KK001
TU154B2,T154,NK8-2U,3,T154,,J,1KK001
TU154M,T154,D30KU-154-II,3,T154,,J,1AA004
TU154M LK1,T154,D30KU-154-II,3,T154,,J,1AA004
TU204,T204,PS-90AT,2,T204,,J,13AA006
TU204 100,T204,PS-90AT,2,T204,,J,13AA006
TU204 100C,T204,PS-90AT,2,T204,,J,13AA006
TU204 100CE,T204,PS-90A2,2,T204,,J,13AA008
TU204 120,T204,PS-90AT,2,T204,,J,13AA006
TU204 120C,T204,PS-90AT,2,T204,,J,13AA006
TU204 120E,T204,PS-90AT,2,T204,,J,13AA006
TU204 200C3 TU 214,T204,PS-90AT,2,T204,,J,13AA006
TU204 300,T204,PS-90AT,2,T204,,J,13AA006
TU214,T204,PS-90AT,2,T204,,J,13AA006
TU234,T204,PS-90AT,2,T204,,J,13AA006
VC 135B,R135,UNKNOWN,4,DC87,,J,1CM001
VC 99C EMB135BJ,E35L,AE3007A3,2,E35L,EMB-135BJ-Legacy600,J,01P06AL034
VC10 C1 1106,VC10,UNKNOWN,4,B703,,J,1PW002
VC10 C1K,VC10,UNKNOWN,4,B703,,J,1PW002
VC25A B747,B74R,CF6-80C2B1,4,B742,,J,2GE041
VFW614,VF14,M45H MK.501,2,E135,,J,1RR001
YAK 40,YK40,AI-25,3,YK40,,J,AI-24VT
YAK 40D,YK40,AI-25,3,YK40,,J,AI-24VT
YAK 40K,YK40,AI-25,3,YK40,,J,AI-24VT
YAK 42,YK42,D-36,3,YK42,,J,1ZM001
YAK 42 100,YK42,D-36,3,YK42,,J,1ZM001
YAK 42D,YK42,D-36,3,YK42,,J,1ZM001
