ACFT_SERIES,ICAO,ENGINE_ID,ENG_TYPE,NB_ENG,BADA3,BADA4,BADA_TYPE
B737 9F2 ER,B739,01P11CM121,CFM56-7B27E,2,B739,B739ERW26,J
B737 9F2 ER,B739,3CM034,CFM56-7B27,2,B739,B739ERW26,J
B737 9F2 ER,B739,8CM051,CFM56-7B26,2,B739,B739ERW26,J
B737 9FG ER,B739,01P11CM121,UNKNOWN,2,B739,B739ERW26,J
B737 9GJ ER,B739,01P11CM116,CFM56-7B26E,2,B739,B739ERW26,J
B737 9GJ ER,B739,8CM051,CFM56-7B26,2,B739,B739ERW26,J
B737 9GP ER,B739,01P11CM116,CFM56-7B26E,2,B739,B739ERW26,J
B737 9GP ER,B739,8CM051,CFM56-7B26,2,B739,B739ERW26,J
B737 9HW ER,B739,01P11CM121,UNKNOWN,2,B739,B739ERW26,J
B737 9JA ER,B739,01P11CM121,UNKNOWN,2,B739,B739ERW26,J
B737 9K2,B739,8CM051,CFM56-7B26,2,B739,B739ERW26,J
B737 9KV ER,B739,01P11CM121,CFM56-7BE,2,B739,B739ERW26,J
B737 9KV ER,B739,8CM051,CFM56-7B26,2,B739,B739ERW26,J
B737 9LB ER,B739,01P11CM121,UNKNOWN,2,B739,B739ERW26,J
B737 T43A,B732,1PW006,JT8D-9A/Q,2,B732,B73215,J
B747 121 F SCD,B741,8PW087,JT9D-7A,4,B742,,J
B747 122 F SCD,B741,8PW087,JT9D-7A,4,B742,,J
B747 123 F SCD,B741,8PW085,JT8D-7A,4,B742,,J
B747 123 F SCD,B741,8PW087,JT9D-7AH,4,B742,,J
B747 132 F SCD,B741,8PW087,JT9D-7AD,4,B742,,J
B747 146,B741,8PW087,JT9D-7A,4,B742,,J
B747 146 F SCD,B741,8PW087,JT9D-7A,4,B742,,J
B747 168B,B741,1RR006,RB211-524C2,4,B742,,J
B747 186B,B741,1PW022,JT9D-7F,4,B742,,J
B747 206B F SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 206B SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 206B SCD SUD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 206B SUD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 209B F,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 209B F SCD,B742,1PW029,JT9D-7R4G2,4,B742,B742RR,J
B747 212B,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 212B F,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 212B F SCD,B742,1PW024,JT9D-7J,4,B742,B742RR,J
B747 212B F SCD,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 212B F SCD,B742,1PW029,JT9D-7R4G2,4,B742,B742RR,J
B747 212B F SCD,B742,8PW087,JT9D-7A,4,B742,B742RR,J
B747 217B,B742,8PW087,JT9D-7A,4,B742,B742RR,J
B747 219B,B742,1RR007,RB211-524D4,4,B742,B742RR,J
B747 21AC SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 221F,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 222B F,B742,1PW029,JT9D-7R4G2,4,B742,B742RR,J
B747 228B F SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 228B SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 228F,B742,1PW024,JT9D-7J,4,B742,B742RR,J
B747 228F,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 228F SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 230B,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 230B F,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 230B F SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 230B SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 230F SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 236B,B742,1RR007,RB211-524D4,4,B742,B742RR,J
B747 236B F,B742,1RR007,RB211-524D4,4,B742,B742RR,J
B747 236B F SCD,B742,1RR006,RB211-524C2,4,B742,B742RR,J
B747 236B F SCD,B742,1RR007,RB211-524D4,4,B742,B742RR,J
B747 237B,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 237B F,B742,1PW024,JT9D-7J,4,B742,B742RR,J
B747 238B,B742,1PW024,JT9D-7J,4,B742,B742RR,J
B747 240B SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 243B,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 243B F SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 243B SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 243F SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 245 F SCD,B742,1PW034,JT9D-70A,4,B742,B742RR,J
B747 245F,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 245F,B742,1PW034,JT9D-70A,4,B742,B742RR,J
B747 246B,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 246B,B742,1PW029,JT9D-7R4G2,4,B742,B742RR,J
B747 246B,B742,8PW087,JT9D-7A,4,B742,B742RR,J
B747 246B F SCD,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 246F,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 246F,B742,1PW029,JT9D-7R4G2,4,B742,B742RR,J
B747 246F,B742,8PW087,JT9D-7AW,4,B742,B742RR,J
B747 249B F SCD,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 251B,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 251B,B742,1PW029,JT9D-7R4G2,4,B742,B742RR,J
B747 251B F,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 251B SF,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 251F SCD,B742,1PW029,JT9D-7R4G2,4,B742,B742RR,J
B747 256B,B742,1PW025,JT9D-7Q3,4,B742,B742RR,J
B747 258B F SCD,B742,1PW022,JT9D-7F,4,B742,B742RR,J
B747 258C SCD,B742,1PW024,JT9D-7J,4,B742,B742RR,J
B747 259B SCD,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 267B,B742,1RR006,RB211-524C2,4,B742,B742RR,J
B747 267B,B742,1RR007,RB211-524D4,4,B742,B742RR,J
B747 267B F SCD,B742,1RR007,RB211-524D4,4,B742,B742RR,J
B747 268F SCD,B742,1RR007,RB211-524D4,4,B742,B742RR,J
B747 269B SCD,B742,1PW024,JT9D-7J,4,B742,B742RR,J
B747 269F SCD,B742,1PW024,JT9D-7J,4,B742,B742RR,J
B747 271C SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 273C,B742,1PW022,JT9D-7F,4,B742,B742RR,J
B747 281B,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 281B F,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 281F SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 282B,B742,8PW087,JT9D-7A,4,B742,B742RR,J
B747 283B F SCD,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 283B F SCD,B742,1PW034,JT9D-70A,4,B742,B742RR,J
B747 286B SCD,B742,1PW022,JT9D-7F,4,B742,B742RR,J
B747 287B,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 2B3B F SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 2B3B SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 2B4B F SCD,B742,1PW022,JT9D-7FW,4,B742,B742RR,J
B747 2B4B SCD,B742,1PW022,JT9D-7FW,4,B742,B742RR,J
B747 2B5B F SCD,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 2B5B F SCD,B742,1PW029,JT9D-7R4G2,4,B742,B742RR,J
B747 2B5F SCD,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 2D3B F SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 2D7B F SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 2F6B F,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 2J6B F SCD,B742,1PW029,JT9D-7R4G2,4,B742,B742RR,J
B747 2J6B SCD,B742,1PW029,JT9D-7R4G2,4,B742,B742RR,J
B747 2J6F SCD,B742,1PW029,JT9D-7R4G2,4,B742,B742RR,J
B747 2J9F,B742,1PW022,JT9D-7F,4,B742,B742RR,J
B747 2L5B F SCD,B742,3GE077,CF6-50E2,4,B742,B742RR,J
B747 2R7F,B742,1PW034,JT9D-70A,4,B742,B742RR,J
B747 2S4F SCD,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 2U3B,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 2U3B F,B742,1PW025,JT9D-7Q,4,B742,B742RR,J
B747 306 SCD,B743,3GE077,CF6-50E2,4,B743,B743PW,J
B747 312,B743,1PW029,JT9D-7R4G2,4,B743,B743PW,J
B747 312 SCD,B743,1PW029,JT9D-7R4G2,4,B743,B743PW,J
B747 312SF,B743,1PW029,JT9D-7R4G2,4,B743,B743PW,J
B747 329 SCD,B743,3GE077,CF6-50E2,4,B743,B743PW,J
B747 337 SCD,B743,2GE041,CF6-80C2B,4,B743,B743PW,J
B747 338,B743,1RR007,RB211-524D4,4,B743,B743PW,J
B747 341,B743,3GE078,CF6-50C2B,4,B743,B743PW,J
B747 341 SCD,B743,3GE077,CF6-50E2,4,B743,B743PW,J
B747 344,B743,1PW029,JT9D-7R4G2,4,B743,B743PW,J
B747 346,B743,1PW029,JT9D-7R4G2,4,B743,B743PW,J
B747 357,B743,1PW029,JT9D-7R4G2,4,B743,B743PW,J
B747 357 SCD,B743,1PW029,JT9D-7R4G2,4,B743,B743PW,J
B747 367,B743,1RR007,RB211-524D4,4,B743,B743PW,J
B747 368,B743,1RR007,RB211-524D4,4,B743,B743PW,J
B747 3B3,B743,3GE077,CF6-50E2,4,B743,B743PW,J
B747 3B3 SCD,B743,3GE077,CF6-50E2,4,B743,B743PW,J
B747 3B5,B743,1PW029,JT9D-7R4G2,4,B743,B743PW,J
B747 3B5 SCD,B743,1PW029,JT9D-7R4G2,4,B743,B743PW,J
B747 3D7,B743,2GE041,CF6-80C2B1,4,B743,B743PW,J
B747 3G1,B743,1PW029,JT9D-7R4G2,4,B743,B743PW,J
B747 3H6 SCD,B743,1PW029,JT9D-7R4G2,4,B743,B743PW,J
B747 406,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 406 SCD,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 406ERF,B744,01P03GE187,CF6-80C2B5F,4,B744,B744ERGE,J
B747 409,B744,1PW042,PW4056,4,B744,B744GE,J
B747 409 BDSF,B744,1PW042,PW4056,4,B744,B744GE,J
B747 409 LCF,BLCF,1PW042,PW4056,4,A346,,J
B747 409F,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 409F,B744,1PW042,PW4056,4,B744,B744GE,J
B747 40BERF,B744,01P03GE187,CF6-80C2B5F,4,B744,B744ERGE,J
B747 412,B744,1PW042,PW4056,4,B744,B744GE,J
B747 412 BCF,B744,1PW042,PW4056,4,B744,B744GE,J
B747 412 BDSF,B744,1PW042,PW4056,4,B744,B744GE,J
B747 412F,B744,1PW042,PW4056,4,B744,B744GE,J
B747 419,B744,1RR010,RB211-524G,4,B744,B744GE,J
B747 419 BDSF,B744,1RR010,RB211-524G,4,B744,B744GE,J
B747 41BF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 41R,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 422,B744,1PW042,PW4056,4,B744,B744GE,J
B747 428,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 428,B744,01P03GE187,CF6-80C2B5F,4,B744,B744GE,J
B747 428 BCF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 428 ER,B744,01P03GE187,CF6-80C2B5F,4,B744,B744ERGE,J
B747 428 SCD,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 428 SCD BCF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 428ERF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744ERGE,J
B747 428F SCD,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 430,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 430 SCD,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 433 BDSF,B744,1PW042,PW4056,4,B744,B744GE,J
B747 433 SCD,B744,1PW042,PW4056,4,B744,B744GE,J
B747 436,B744,1RR010,RB211-524G,4,B744,B744GE,J
B747 436,B744,1RR011,RB211-524H2,4,B744,B744GE,J
B747 437,B744,1PW042,PW4056,4,B744,B744GE,J
B747 438,B744,1RR010,RB211-524G2,4,B744,B744GE,J
B747 438 ER,B744,01P03GE187,CF6-80C2B5F,4,B744,B744ERGE,J
B747 441,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 443,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 444,B744,1RR011,RB211-524H,4,B744,B744GE,J
B747 444,B744,4RR036,RB211-524G/H-T,4,B744,B744GE,J
B747 444 BCF,B744,1RR011,RB211-524H,4,B744,B744GE,J
B747 446,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 446 BCF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 446 BDSF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 446F,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 44AF,B744,4RR036,RB211-524G/H-T,4,B744,B744GE,J
B747 451,B744,1PW042,PW4056,4,B744,B744GE,J
B747 458,B744,1PW042,PW4056,4,B744,B744GE,J
B747 45E,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 45E BCF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 45E BDSF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 45EF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 467,B744,1RR010,RB211-524G,4,B744,B744GE,J
B747 467,B744,1RR011,RB211-524H,4,B744,B744GE,J
B747 467 BCF,B744,1RR011,RB211-524H,4,B744,B744GE,J
B747 467 ERF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744ERGE,J
B747 467ERF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744ERGE,J
B747 467F,B744,1RR011,RB211-524H,4,B744,B744GE,J
B747 467F SCD,B744,1RR011,RB211-524H,4,B744,B744GE,J
B747 467F SCD,B744,4RR036,RB211-524G/H-T,4,B744,B744GE,J
B747 468,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 469,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 46NERF,B744,01P03GE187,CF6-80C2B5F,4,B744,B744ERGE,J
B747 46NF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 475,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 47C,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 47UF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 481,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 481 BCF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 481 BDSF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 481 F,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 481F,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 48E,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 48E BDSF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 48EF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 4B3,B744,01P02GE186,CF6-80C2B,4,B744,B744GE,J
B747 4B3 BCF,B744,01P02GE186,CF6-80C2B,4,B744,B744GE,J
B747 4B5,B744,1PW042,PW4056,4,B744,B744GE,J
B747 4B5 BCF,B744,1PW042,PW4056,4,B744,B744GE,J
B747 4B5 ERF,B744,12PW102,PW4062,4,B744,B744ERGE,J
B747 4B5ERF,B744,12PW102,PW4062,4,B744,B744ERGE,J
B747 4B5F,B744,1PW042,PW4056,4,B744,B744GE,J
B747 4D7,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 4D7 BCF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 4EVERF,B744,01P03GE187,CF6-80C2B5F,4,B744,B744ERGE,J
B747 4F6,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 4F6 BDSF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 4FTF,B744,1PW042,PW4056,4,B744,B744GE,J
B747 4H6,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 4H6,B744,1PW042,PW4056,4,B744,B744GE,J
B747 4H6 BCF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 4H6 BDSF,B744,1PW042,PW4056,4,B744,B744GE,J
B747 4H6 LCF,BLCF,1PW042,PW4056,4,A346,,J
B747 4H6F,B744,1PW042,PW4056,4,B744,B744GE,J
B747 4HAERF,B744,01P03GE187,CF6-80C2B5F,4,B744,B744ERGE,J
B747 4HQERF,B744,01P03GE187,CF6-80C2B5F,4,B744,B744ERGE,J
B747 4J6,B744,1PW042,PW4056,4,B744,B744GE,J
B747 4J6 BCF,B744,1PW042,PW4056,4,B744,B744GE,J
B747 4J6 LCF,BLCF,1PW042,PW4056,4,A346,,J
B747 4J6 SCD,B744,1PW042,PW4056,4,B744,B744GE,J
B747 4KZF,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 4P8,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 4Q8,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 4R7F,B744,4RR036,RB211-524G/H-T,4,B744,B744GE,J
B747 4R7F SCD,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 4R7F SCD,B744,4RR036,RB211-524G/H-T,4,B744,B744GE,J
B747 4U3,B744,01P02GE186,CF6-80C2B1F,4,B744,B744GE,J
B747 830,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 83QF,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 85M,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 867F,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 87UF,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 89L,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8B5,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8B5 F,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8F,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8H0,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8HTF,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8HVF,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8I,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8JA,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8JK,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8KB,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8KV,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8KZF,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8LQ,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8R7F,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 8Z5,B748,11GE139,GENX-2B67,4,B748,B748F,J
B747 E 4B,B744,1RR007,UNKNOWN,4,B744,B742RR,J
B747SP 09,B74S,8PW087,JT9D-7A,4,B742,,J
B747SP 21,B74S,8PW085,JT8D-7A,4,B742,,J
B747SP 21,B74S,8PW087,JT9D-7A,4,B742,,J
B747SP 27,B74S,1PW024,JT9D-7J,4,B742,,J
B747SP 27,B74S,8PW087,JT9D-7A,4,B742,,J
B747SP 31,B74S,1RR007,RB211-524D4,4,B742,,J
B747SP 31,B74S,8PW085,JT9D-7AH,4,B742,,J
B747SP 31,B74S,8PW087,JT9D-7A,4,B742,,J
B747SP 68,B74S,1RR006,RB211-524C2,4,B742,,J
B747SP 86,B74S,1PW022,JT9D-7F,4,B742,,J
B747SP 94,B74S,8PW086,JT9D-7,4,B742,,J
B747SR 46 F SCD,B74R,8PW087,JT9D-7A,4,B742,,J
B747SR 81 F SCD,B74R,3GE068,CF6-45A2,4,B742,,J
B757 204,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 204 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 204 F WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 204 PCF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 204 PCF WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 204 WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 208 PCF,B752,5RR038,RB511-535E4,2,B752,B752WRR40,J
B757 208 WL,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 208 WL,B752,5RR038,RB511-535E4,2,B752,B752WRR40,J
B757 212,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 21B,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 21B F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 222 F WL,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 222 PCF,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 223,B752,5RR039,RB211-535E4-B,2,B752,B752WRR40,J
B757 223 F,B752,5RR039,RB211-535E4-B,2,B752,B752WRR40,J
B757 223 F WL,B752,5RR039,RB211-535E4-B,2,B752,B752WRR40,J
B757 223 PCF WL,B752,5RR039,RB211-535E4-B,2,B752,B752WRR40,J
B757 223 WL,B752,5RR039,RB211-535E4-B,2,B752,B752WRR40,J
B757 224,B752,5RR039,RB211-535E4-B,2,B752,B752WRR40,J
B757 224 WL,B752,5RR039,RB211-535E4-B,2,B752,B752WRR40,J
B757 225,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 225 ASF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 225 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 225 WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 22K,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 22L,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 230,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 230 WL,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 230F,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 230F WL,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 231,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 231 F,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 231 F,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 231 WL,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 232 PCF,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 232 WL,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 236,B752,1RR012,RB211-535C,2,B752,B752WRR40,J
B757 236,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 236 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 236 PF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 236 PF WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 236 S,B752,1RR012,RB211-535C,2,B752,B752WRR40,J
B757 236 SF,B752,1RR012,RB211-535C,2,B752,B752WRR40,J
B757 236 SF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 236 SF WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23A,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23A F,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 23A F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23APF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23N,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23N PCF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23N PCF WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23N SF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23N WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 23P,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 24APF,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 24Q,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 251,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 251 WL,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 256,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 256 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 256 F WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 256 PCF WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 256 WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 258,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 258 SF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 25C F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 25F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 260,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 260 PCF,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 260PF,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 26D,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 26D WL,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 27A F,B752,4PW073,PW2040,2,B752,B752WRR40,J
B757 27A PCF,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 27B,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 27B F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 27B WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 28A,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 28A ASF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 28A F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 28A F WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 28A PCF WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 28A WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 28S,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 28S F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 29J,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 2B6,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 2B6 PCF WL,B752,4PW072,PW2037,2,B752,B752WRR40,J
B757 2B7,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2B7 F,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2B7 F WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2B7 SF,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
B757 2B7 WL,B752,5RR038,RB211-535E4,2,B752,B752WRR40,J
