ENGINE_ID,ICAO,ACFT_SERIES,ENG_TYPE,NB_ENG,BADA3,BADA4,BADA_TYPE
4PW072,IL96,IL96,PW2337,4,IL96,,J
4PW073,B752,B757 2Q8 F,PW2040,2,B752,B752WRR40,J
4PW073,B753,B757 351 WL,PW2043,2,B753,B753RR,J
4RR035,F28,F28 1000,SPEY 555-15,2,F28,,J
4RR036,B744,B747 4R7F SCD,RB211-524G/H-T,4,B744,B744GE,J
501 D13 alternative 2,C130,C130H,501-D22A,4,C130,,T
501 D13 alternative 2,CVLT,CV580,501-D13,2,ATP,,T
501 D13 alternative 2,L188,L188CF,501-D13A,4,AN12,,T
5GE083,CRJ7,CL600 2C10 RJ700,CF34-8C1,2,CRJ9,,J
5GE085,A332,A330 203,CF6-80E1A3,2,A332,A330-203,J
5GE085,B737,B737 7BC,CF6-80E1A3,2,B737,B737W24,J
5PW075,A333,A330 322 F,PW4168,2,A333,A330-321,J
5PW076,B773,B777 3B5,PW4098,2,B773,B773RR92,J
5RR038,B752,B757 28A F,RB211-535E4,2,B752,B752WRR40,J
5RR038,B753,B757 33N,RB211-535E4-C,2,B753,B753RR,J
5RR038,T204,TU204 120,RB211-535E4,2,T204,,J
5RR039,B752,B757 223 F WL,RB211-535E4-B,2,B752,B752WRR40,J
5RR039,B753,B757 330 WL,RB211-535E4-B,2,B753,B753RR,J
5RR040,B772,B777 258 ER,TRENT 895,2,B772,B772RR92,J
6AL023,C750,CESSNA 750,AE3007C-1,2,C750,,J
6CM044,A319,A319 115,CFM56-5B7/P,2,A319,A319-114,J
7CM046,A343,A340 312,CFM56-5C3/F,4,A343,A340-313,J
7CM047,A343,A340 313,CFM56-5C4/P,4,A343,A340-313,J
7CM048,A318,A318 111,CFM56-5B8/P,2,A318,A318-112,J
7PW077,GALX,G200,PW306A-5,2,HA4T,,J
7PW078,C680,CESSNA 680 SOVEREIGN,PW306C,2,C680,,J
7PW078,C68A,CESSNA 680 LATITUDE,PW306C,2,C680,,J
7PW078,J328,DO328 310 JET,PW306B,2,E135,,J
7PW081,A333,A330 321,PW4164,2,A333,A330-321,J
7PW082,A332,A330 243F,PW4168A,2,A332,A330-223,J
7PW082,A333,A330 323,PW4168A,2,A333,A330-321,J
7PW083,A318,A318 121,PW6122,2,A318,A318-112,J
7PW084,A318,A318 122,PW6124A,2,A318,A318-112,J
8AL025,C750,CESSNA 750,AE3007C,2,C750,,J
8CM051,B736,B737 6D6,CFM56-7B26,2,B736,B73622,J
8CM051,B737,B737 783,CFM56-7B26,2,B737,B737W24,J
8CM051,B738,B737 8F2,CFM56-7B26,2,B738,B738W26,J
8CM051,B739,B737 9K2,CFM56-7B26,2,B739,B739ERW26,J
8CM051,E737,B737 7ES,CFM56-7B26,2,B737,,J
8IA009,A319,A319 133X,V2527M-A5,2,A319,A319-131,J
8IA010,A320,A320 233,V2527E-A5,2,A320,A320-232,J
8PW085,B721,B727 21,JT8D-7B/Q,3,B722,,J
8PW085,B722,B727 30C,JT8D-7/Q,3,B722,,J
8PW085,B732,B737 222,JT8D-7B,2,B732,B73215,J
8PW085,B741,B747 123 F SCD,JT8D-7A,4,B742,,J
8PW085,B74S,B747SP 21,JT8D-7A,4,B742,,J
8PW085,DC91,DC9 15F,JT8D-7,2,BA11,,J
8PW085,DC93,DC9 32,JT8D-7A,2,DC93,,J
8PW086,B74S,B747SP 94,JT9D-7,4,B742,,J
8PW087,B741,B747 132 F SCD,JT9D-7AD,4,B742,,J
8PW087,B742,B747 246F,JT9D-7AW,4,B742,B742RR,J
8PW087,B74R,B747SR 46 F SCD,JT9D-7A,4,B742,,J
8PW087,B74S,B747SP 31,JT9D-7A,4,B742,,J
8PW089,B772,B777 246 ER,PW4084,2,B772,B772RR92,J
8RR043,BA11,BAC 1 11 492GM,SPEY 511-14DW,2,BA11,,J
8RR044,A345,A340 541,TRENT 553,4,A345,A340-541,J
8RR044,A346,A340 642,TRENT 553,4,A346,A340-642,J
8RR045,A345,A340 542,TRENT 556,4,A345,A340-541,J
8RR045,A346,A340 642HGW,TRENT 556-61,4,A346,A340-642,J
9EA001,A388,A380 861,GP7270,4,A388,A380-861,J
9GE124,B772,B777 236,GE90-76B,2,B772,B772RR92,J
9GE126,B772,B777 236 ER,GE90-85B,2,B772,B772RR92,J
9GE127,B772,B777 224 ER,GE90-90B,2,B772,B772RR92,J
9GE128,B772,B777 206 ER,GE90-94B,2,B772,B772RR92,J
9PW093,A333,A330 323X,PW4168-1D,2,A333,A330-321,J
AE2100A on Saab 2000,SB20,SAAB 2000,GMA2100A,2,SB20,,T
AE300,DA42,DA42 TWIN STAR,AE300,2,DA42,,P
AE300,DA62,DA62,AE300,2,DA62,,P
AI-24VT,AN12,AN12B,AI-20M,4,AN12,,T
AI-24VT,AN24,AN24T,AI-24VT,2,AN24,,T
AI-24VT,AN26,AN26,AI-24VT,2,AN30,,T
AI-24VT,AN30,AN30,AI-24VT,2,AN30,,T
AI-24VT,AN32,AN32,AI-20D,2,AN32,,T
AI-24VT,IL18,IL18D,AI-20M,4,AN12,,T
AI-24VT,YK40,YAK 40K,AI-25,3,YK40,,J
BIZHEAVYPROP_F,AN12,Y8F 200W,WJ-6,4,AN12,,T
BIZHEAVYPROP_F,AN22,AN22A,NK-12MA,4,AN12,,T
BIZHEAVYPROP_F,AN24,Y7 100C,WJ-5A-1,2,AN24,,T
BIZHEAVYPROP_F,AN70,AN70,D-27,4,C130,,T
BIZHEAVYPROP_F,BELF,SC5 BELFAST,TYNE 515-101W,4,C130,,T
BIZHEAVYPROP_F,DHC5,DHC5D,CT64-820-4,2,AN30,,T
BIZHEAVYPROP_F,N262,N262A 32,BASTAN VII,2,JS41,,T
BIZLIGHTJET_F,C25B,CESSNA 525B CJ3,FJ44-3A,2,C25B,,J
BIZLIGHTJET_F,C25C,CESSNA 525C CJ4,FJ44-4A,2,C25C,,J
BIZLIGHTJET_F,C56X,CESSNA 5,0,2,C56X,,J
BIZLIGHTJET_F,FA20,FALCON 20G,ATF3-6-2C,2,FA20,,J
BIZLIGHTJET_F,HDJT,HONDA JET,HF120,2,HDJT,,J
BIZLIGHTJET_F,MS76,MS760 PARIS II,MARBORE VI-C2,2,EA50,,J
BIZLIGHTPROP_F,AN28,PZL MIELEC AN28,TVD-10B,2,AN28,,T
BIZLIGHTPROP_F,AN3,AN 3T,TVD-20,1,Q9,,T
BIZLIGHTPROP_F,BN2P,BN2T,250-B17C,2,DA62,,P
BIZLIGHTPROP_F,C30J,C130J 30,AE2100-D3,4,C30J,,T
BIZLIGHTPROP_F,DH3T,DHC3 TURBO,ASH-621-M18,1,P750,,T
BIZLIGHTPROP_F,E500,EA500,250-B17F/2,1,E500,,T
BIZLIGHTPROP_F,NOMA,N24A,250-B17C,2,BE99,,T
BIZLIGHTPROP_F,P68T,AP68TP 600,250-B17C,2,K100,,T
BIZMEDIUMJET_F,F2TH,FALCON 2000,CFE738-1-1B,2,F2TH,,J
CF34-10E,E190,EMB190 100IGW F,CF34-10E,2,E190,EMB-190STD,J
CF700-2D,FA20,FALCON 20DC,CF700-2D2,2,FA20,,J
CF700-2D,SBR2,SABRE 75A,CF700-2D2,2,SBR1,,J
CJ610-6,LJ24,LEARJET 24D,CJ610-6,2,LJ25,,J
CJ610-6,LJ25,LEARJET 25C,CJ610-6,2,LJ25,,J
CT7-5A2,CN35,CN235 300,CT7-7A,2,DH8A,,T
CT7-5A2,SF34,SF340A,CT7-5A2,2,SF34,,T
CT7-9B,CN35,CN235MP,CT7-9C,2,DH8A,,T
CT7-9B,SF34,SAAB 340B,CT7-9B,2,SF34,,T
Centurion 4.0,DA42,DA42 TWIN STAR,CENTURION 1.7,2,DA42,,P
DART 514,A748,BAE748 105 SRS 1,DART 514,2,F27,,T
DART 552,A748,BAE748 244 2,DART 550-2,2,F27,,T
IO-320-DIAD,PA30,PA30 160B,IO-320-B1A,2,PA34,,P
IO-360-A1B6,BE95,BEECH D95A,IO-360-B1B,2,BE76,,P
IO-360-A1B6,C337,CESSNA 337F,IO-360-C,2,DA42,,P
IO-360-A1B6,P68,P68C,IO-360-A1B6,2,BE76,,P
IO-360-A1B6,PA34,PA34 200,IO-360-C1E6,2,PA34,,P
IO-540-T4A5D,AC50,RC500U,IO-540-E1A5,2,DA62,,P
IO-540-T4A5D,AC6L,RC680FL,IGSO-540-B1A,2,C414,,P
IO-540-T4A5D,AEST,AEROSTAR 602P,IO-540-A1A5,2,BE58,,P
IO-540-T4A5D,BE80,BEECH 65 88,IGSO-540-A1D,2,C414,,P
IO-540-T4A5D,BN2P,BN2B 21,IO-540-K1B5,2,DA62,,P
IO-540-T4A5D,C310,CESSNA 310R,IO-540-MB,2,C310,,P
IO-540-T4A5D,C320,CESSNA 320E,TSIO-470-B,2,PA34,,P
IO-540-T4A5D,DO28,DO28D 2,IGSO-540-A1E,2,DA62,,P
IO-540-T4A5D,GA8,GA 8,IO-540-K1A5,1,DA50,,P
IO-540-T4A5D,PA27,PA23 250E,IO-540-C4B5,2,PA27,,P
IO-540-T4A5D,PA31,PA31P 425,TIGO-541-E1A,2,PA31,,P
IO-550-B,BE58,BEECH 58,IO-550-C,2,BE58,,P
IO-550-B,E400,EA400,TSIOL-550-C Voyager,1,PA46,,P
IO-550-B,Y11,Y11,TSIO-550-B,2,C414,,P
O-320-E2A,GA7,GA7,O-320-D1D,2,PA44,,P
O-320-E2A,PA23,PA23 160,O-320-B2B,2,DA42,,P
O-360-A3A,BE76,BEECH 76,O-360-A1G6D,2,BE76,,P
O-360-A3A,BE95,BEECH 95,O-360-A1A,2,BE76,,P
O-360-A3A,PA23,PA23 180,O-360-A1D,2,DA42,,P
O-360-A3A,PA44,PA44 180,O-360-E1A6D,2,PA44,,P
O-540-J3C5D,AC50,RC500,O-540-A2B,2,DA62,,P
O-540-J3C5D,BN2P,BN2B 27,O-540-E4C5,2,DA62,,P
O-540-J3C5D,PA27,PA23 250B,O-540-A1D5,2,PA27,,P
O-540-J3C5D,TRIS,BN2A III 2,O-540-E4C5,3,C206,,P
PT6A-11,PAY1,PA31T I,PT6A-11,2,PAY1,,T
PT6A-112,C425,CESSNA 425,PT6A-112,2,F406,,T
PT6A-112,F406,CESSNA F406 II,PT6A-112,2,F406,,T
PT6A-114,C208,CESSNA 208,PT6A-114,1,C208,,T
PT6A-114A,C208,CESSNA 208B,PT6A-114A,1,C208,,T
PT6A-135A,BE9L,BEECH C90GTI,PT6A-135A,2,BE9L,,T
PT6A-135A,BE9T,BEECH F90 1,PT6A-135A,2,BE9L,,T
PT6A-135A,C208,CESSNA 208B 5000,PT6A-140,1,C208,,T
PT6A-135A,C21T,CESSNA 421C TURBO,PT6A,2,PAY1,,T
PT6A-135A,DH3T,DHC3 TURBO,PT6A-135A,1,P750,,T
PT6A-135A,E121,EMB121AN,PT6A-135,2,MU2,,T
PT6A-135A,PAY2,PA31T II XL,PT6A-135,2,PAY2,,T
PT6A-20,BE99,BEECH 99,PT6A-20,2,BE99,,T
PT6A-20,BE9L,BEECH E90,PT6A-20A,2,BE9L,,T
PT6A-20,DH2T,DHC2 TURBO,PT6A-20,1,K100,,T
PT6A-20,DHC6,DHC6 200,PT6A-20,2,DHC6,,T
PT6A-20,PC6T,PC6 B1 H2,PT6A-20,1,C208,,T
PT6A-20,U21,BEECH U 21G,PT6A-20,2,F406,,T
PT6A-21,BE9L,BEECH C90B,PT6A-21,2,BE9L,,T
PT6A-25C,PC7,PC7,PT6A-25A,1,C208,,T
PT6A-27,BE99,BEECH 99,PT6A-27,2,BE99,,T
PT6A-27,DH2T,DHC2 TURBO III,PT6A-27,1,K100,,T
PT6A-27,DHC6,DHC6 400,PT6A-27,2,DHC6,,T
PT6A-27,E110,EMB110B1,PT6A-27,2,D228,,T
PT6A-27,L410,L410MA,PT6A-27,2,L410,,T
PT6A-27,PC6T,PC6 B2 H4,PT6A-27,1,C208,,T
PT6A-28,BE10,BEECH A100,PT6A-28,2,F406,,T
PT6A-28,BE9L,BEECH E90,PT6A-28,2,BE9L,,T
PT6A-28,E121,EMB121,PT6A-28,2,MU2,,T
PT6A-28,PAY1,PA31T I,PT6A-28,2,PAY1,,T
PT6A-28,PAY2,PA31T II,PT6A-28,2,PAY2,,T
PT6A-34,ARVA,IAI101 201,UNKNOWN,2,DHC6,,T
PT6A-34,E110,EMB110P2,PT6A-34,2,D228,,T
PT6A-34,G73T,G73 TURBO,PT6A-34,2,DHC6,,T
PT6A-34,K100,KODIAK 100,PT6A-34,1,K100,,T
PT6A-34,P46T,PA 46 350P JETPROP DLX,PT6A-34,1,C208,,T
PT6A-34,P750,PAC750,PT6A-34,1,P750,,T
PT6A-36,BE99,BEECH C99,PT6A-36,2,BE99,,T
PT6A-41,BE20,BEECH 200,PT6A-41,2,BE20,,T
PT6A-41,PAY3,PA42 720 III,PT6A-41,2,PAY3,,T
PT6A-42,BE20,BEECH B200GT,PT6A-42,2,BE20,,T
PT6A-42,M600,PA46-600TP,PT6A-42A,1,TBM7,,T
PT6A-42,P46T,PA 46 500TP,PT6A-42A,1,P46T,,T
PT6A-42,PA46,PA 46 500TP,PT6A-52,1,TBM7,,T
PT6A-45R,DC3T,DC3TP,PT6A-45R,2,SH36,,T
PT6A-45R,SH33,SD330 100,PT6A-45R,2,SH36,,T
PT6A-50,DHC7,DHC7 102,PT6A-50,4,AN30,,T
PT6A-60A,B350,BEECH 350 B300,PT6A-60A,2,B350,,T
PT6A-60A,BE30,BEECH 300LW,PT6A-60A,2,BE30,,T
PT6A-61,BE30,BEECH 300,PT6A-61A,2,BE30,,T
PT6A-61,PAY3,PA42 720 IIIA,PT6A-61,2,PAY3,,T
PT6A-62,PC9,PC9B,PT6A-62,1,TEX2,,T
PT6A-64,TBM7,TBM 700,PT6A-64,1,TBM7,,T
PT6A-64,TBM8,TBM 850,PT6A-64,1,TBM8,,T
PT6A-64,TBM9,TBM 900,PT6A-64,1,TBM9,,T
PT6A-65AR,DC3T,DC 3TP,PT6A-65AR,2,SH36,,T
PT6A-65AR,SH36,SD360 200,PT6A-65AR,2,SH36,,T
PT6A-65B,AN28,PZL MIELEC M28,PT6A-65B,2,AN28,,T
PT6A-65B,B190,BEECH 1900C 1,PT6A-65B,2,B190,,T
PT6A-65B,G222,G222 C 27J,UNKNOWN,2,F27,,T
PT6A-65R,AT8T,AT802,PT6A-65R,1,PC12,,T
PT6A-65R,C408,CESSNA 408,PT6A-65SC,2,AN38,,T
PT6A-65R,SH33,SD330 100,PT6A-65R,2,SH36,,T
PT6A-65R,SH36,SD360 100,PT6A-65R,2,SH36,,T
PT6A-66,P180,P180 AVANTI II,PT6A-66B,2,P180,,T
PT6A-67,BE20,BEECH RC 12P,PT6A-,2,BE20,,T
PT6A-67,DC3T,DC3TP C 47B 1 DK,PT6A-67,2,SH36,,T
PT6A-67A,B350,BEECH 350 B300,PT6A-67A,2,B350,,T
PT6A-67A,EPIC,EPIC LT,PT6A-67A,1,TBM8,,T
PT6A-67A,STAR,BEECH 2000 STARSHIP 1A,PT6A-67A,2,P1HH,,T
PT6A-67AF,S2T,CONAIR TURBO FIRECAT S2,PT6A-67AF,2,SH36,,T
PT6A-67AG,AT8T,AT802,PT6A-67AG,1,PC12,,T
PT6A-67B,PC12,PC12 47E,PT6A-67B,1,PC12,,T
PT6A-67D,B190,BEECH 1900D,PT6A-67D,2,B190,,T
PT6A-67R,AT8T,AT802A,PT6A-67R,1,PC12,,T
PT6A-67R,DC3T,BASLER TURBO 67 DC3 TURBO,PT6A-67R,2,SH36,,T
PT6A-67R,SH36,SD360 300,PT6A-67R,2,SH36,,T
PT6A-68,PC12,PC21,PT6A-68B,1,PC12,,T
PW118,E120,EMB120RT,PW118,2,E120,,T
PW118A,E120,EMB120ER,PW118A,2,E120,,T
PW119B,D328,DO328 110,PW119B,2,D328,,T
PW119C,D328,DO328 110,PW119C,2,D328,,T
PW120,AT43,ATR42 300,PW120,2,AT43,ATR42-300,T
PW120,AT44,ATR42M 200,PW120,2,AT45,ATR42-400,T
PW120A,DH8A,DHC8 102A,PW120A,2,DH8A,,T
PW121,AT43,ATR42 320 F,PW121,2,AT43,ATR42-320,T
PW121,AT44,ATR42 420MP,PW121,2,AT45,ATR42-400,T
PW121,DH8A,DHC8 103B,PW121,2,DH8A,,T
PW121,DH8C,DHC8 311B,PW121,2,DH8C,,T
PW121A,AT44,ATR42 420,PW121A,2,AT45,ATR42-400,T
PW123,CL2T,CL215 6B11 CL415,PW123AF,2,F27,,T
PW123,DH8C,DHC8 311Q,PW123,2,DH8C,,T
PW123B,DH8B,DHC8 202,PW123B,2,DH8C,,T
PW123B,DH8C,DHC8 311Q,PW123B,2,DH8C,,T
PW123C,DH8B,DHC8 202Q,PW123C,2,DH8C,,T
PW123C,DH8C,DHC8 314Q,PW123C,2,DH8C,,T
PW123D,DH8B,DHC8 202Q,PW123D,2,DH8C,,T
PW123D,DH8C,DHC8 315,PW123D,2,DH8C,,T
PW123E,DH8C,DHC8 315,PW123E,2,DH8C,,T
PW124B,AT72,ATR72 202,PW124B,2,AT72,ATR72-200,T
PW124B,AT73,ATR72 210,PW124B,2,AT73,ATR72-210,T
PW125B,F50,FOKKER 50,PW125B,2,F50,,T
PW126A,ATP,ATP F,PW126,2,ATP,,T
PW127,AT46,ATR42 600,PW127M,2,AT45,,T
PW127,AT72,ATR72 202,PW127,2,AT72,ATR72-200,T
PW127,AT73,ATR72 212,PW127,2,AT73,ATR72-210,T
PW127,AT75,ATR72 212A,PW127,2,AT75,ATR72-500,T
PW127,AT76,ATR72 600,PW127M,2,AT76,ATR72-600,T
PW127,F50,FOKKER 50,PW127,2,F50,,T
PW127,MA60,MA60,PW127J,2,F27,,T
PW127B,F50,FOKKER 50,PW127B,2,F50,,T
PW127B,F60,FOKKER 60 0604MPA,PW127B,2,F50,,T
PW127E,AT44,ATR42 420MP,PW127E,2,AT45,ATR42-400,T
PW127E,AT45,ATR42 500,PW127E,2,AT45,ATR42-500,T
PW127F,AT75,ATR72 212A,PW127F,2,AT75,ATR72-500,T
PW127F,AT76,ATR72 600,PW127F,2,AT76,ATR72-600,T
PW150A,AN32,AN132D,PW150,2,AN32,,T
PW150A,DH8D,DHC8 402Q,PW150A,2,DH8D,,T
PW307B,H25C,BAE125 1000,PW305B,2,H25B,,J
PW530,C550,CESSNA 550 BRAVO,PW530A,2,C550,,J
PW530,C560,CESSNA 560 ENCORE,PW535B,2,C560,,J
PW530,C56X,CESSNA 560 XLS,PW545B,2,C56X,,J
PW530,E55P,PHENOM 300,PW535,2,E55P,EMB-505,J
PW610F,C510,CESSNA 510 MUSTANG,PW615F-A,2,C510,,J
PW610F,E50P,PHENOM 100,PW617F,2,E50P,EMB-500,J
PW610F,EA50,ECLIPSE 500,PW610F,2,EA50,,J
Prop-200hp,DA42,DA42 TWIN STAR,AUSTRO,2,DA42,,P
Prop-300hp,AC50,RC500A,IO-470-M,2,DA62,,P
Prop-300hp,AC56,RC560,GO-435-C,2,C340,,P
Prop-300hp,BE55,BEECH 95 B55,IO-470-L,2,BE55,,P
Prop-300hp,C310,CESSNA 310Q,IO-470-VO,2,C310,,P
Prop-300hp,L200,L200D,M337,2,BE76,,P
Prop-300hp,PA34,M 20 MEWA,F6A-350-C1,2,PA34,,P
Prop-500hp,AC68,RC680FP,IO-720-B1A,2,C421,,P
Prop-500hp,AC6L,RC680FLP,IO-720-B1A,2,C414,,P
Prop-500hp,BE18,BEECH 3NM,R-985,2,DA62,,P
Prop-500hp,BE50,BEECH D50A,GO-480,2,C414,,P
Prop-500hp,BE65,BEECH A65 8200,IO-720-A1B,2,C414,,P
Prop-500hp,DHC2,DHC2,R-985,1,C188,,P
Prop-500hp,G21,G21,R-985,2,DA62,,P
Prop>500hp,AN2,AN2,ASH-621R,1,C188,,P
Prop>500hp,B26,A26B INVADER,R-2800,2,S2P,,P
Prop>500hp,C97,KC97L,R-4360,4,C30J,,T
Prop>500hp,CAT,PBY 5A CATALINA,R-1830-92S,2,S2P,,P
Prop>500hp,CL2P,CL215 1A10,R2800-CA3,2,S2P,,P
Prop>500hp,CONI,LOCKHEED C 121,WRIGHT R-3350,4,C160,,T
Prop>500hp,DC3,DC3 C 47B 45 DK,R-1830,2,S2P,,P
Prop>500hp,DC6,DC6B,R-2800,4,C160,,T
Prop>500hp,DHC4,DHC4A,R-2000-D5,2,S2P,,P
Prop>500hp,DOVE,DH104 DOVE 8,GIPSY QUEEN 70-4,2,DA62,,P
Prop>500hp,HERN,DH114 HERON 2,GIPSY QUEEN 20-3,4,S2P,,P
Prop>500hp,JU52,JU52 3M,R-1340,3,S2P,,P
Prop>500hp,P2,P2V 5 P 2E NEPTUNE,R-3350-32WA,2,F27,,T
Prop>500hp,S2P,CONAIR FIRECAT CS2F 1,R-982-C9HE2,2,S2P,,P
Prop>500hp,U16,G111,WRIGHT R-1820-C9HE3,2,S2P,,P
RDa.7,A748,BAE748 208 2A,DART 533-2,2,F27,,T
RDa.7,F27,F27 600,DART 532-7,2,F27,,T
RDa.7,G159,G159 GULFSTREAM I,DART 529-8X,2,AT43,,T
Rotax 912S,P06T,P2006T,912S3,2,P06T,,P
SPEY MK511-8,GLF2,G1159 SP,SPEY 511-8,2,GLF2,,J
SPEY MK511-8,GLF3,G1159A,SPEY 511-8,2,GLF2,,J
T56-A-14,C130,C130A,T56-A,4,C130,,T
T56-A-14,P3,P 3C II ORION,T56-A,4,AN12,,T
T56-A-15,C130,VC 130H,T56A-15,4,C130,,T
T56-A-15,P3,WP3D ORION,T56-A,4,AN12,,T
TIO-540-J2B2,AEST,PA60 602P,TIO-540-AA1A5,2,BE58,,P
TIO-540-J2B2,BE56,BEECH 56TC,TIO-541,2,C340,,P
TIO-540-J2B2,BE60,BEECH B60,TIO-541-E1A4,2,C414,,P
TIO-540-J2B2,GA8,GA 8 TC 320,TIO-540-AH1A,1,DA50,,P
TIO-540-J2B2,P212,P2012 TRAVELLER,TEO 540C1A,2,C310,,P
TIO-540-J2B2,P46T,PA 46R 350T,T10-540-AE2A,1,P46T,,T
TIO-540-J2B2,PA27,PA23 250E TURBO,TIO-540-C1A,2,PA27,,P
TIO-540-J2B2,PA31,PA31 350,TIO-540-J2BD,2,PA31,,P
TIO-540-J2B2,PA46,PA 46 350P,T10-540-AE2A,1,PA46,,P
TPE331-1,JS31,BAE3102,TPE331-1-UGR-514H,2,JS32,,T
TPE331-1,L410,L410UVP E,M601E,2,L410,,T
TPE331-10,D228,DO228 212,UNKNOWN,2,D228,,T
TPE331-10A,C212,C212 200,TPE331-10-501C,2,JS32,,T
TPE331-10A,MU2,MU 2B 26A MU 2P,TPE331-10-511M,2,MU2,,T
TPE331-10G,D228,DO228 212,TPE331-10GP,2,D228,,T
TPE331-10R,C212,C212 300,TPE331-10R-513C,2,JS32,,T
TPE331-10R,JS31,BAE3102,TPE331-10UR-513H,2,JS32,,T
TPE331-10U,JS31,BAE3102,TPE331-10UR-516H,2,JS32,,T
TPE331-10U,SW3,SA 226T MERLIN IIIB,TPE331-10U-501H,2,MU2,,T
TPE331-10UA,SW4,SA 226TC METRO II,TPE331-10UA-511G,2,SW4,,T
TPE331-10UG,JS31,BAE3112,TPE331-10UGR-516H,2,JS32,,T
TPE331-10UG,SW3,SA 226T MERLIN IIIB,TPE331-10U-512G,2,MU2,,T
TPE331-10UK,AC95,RC695 GULFSTREAM 1000,TPE331-10-501K,2,PAY3,,T
TPE331-11U-601G,SW4,SA 227AC METRO III,TPE331-11U-612G,2,SW4,,T
TPE331-12,SW4,SA 227DC METRO 23,TPE331-12U-701G,2,SW4,,T
TPE331-12UA,D228,DO228 201,TPE331-12UAR-701H,2,D228,,T
TPE331-12UA,JS32,BAE3201,TPE331-12UAR-704H,2,JS32,,T
TPE331-12UA,SW4,SA 227BC METRO III,TPE331-12UAR-701G,2,SW4,,T
TPE331-12UHR,JS32,BAE3201,TPE331-12UHR-701H,2,JS32,,T
TPE331-14B,EGRT,520T,TPE331-14F-801L,1,Q9,,T
TPE331-14B,PAY4,PA42 1000 400LS,TPE331-14-801A/B,2,P180,,T
TPE331-14GR,JS41,BAE4101,TPE331-14HR-805H,2,JS41,,T
TPE331-15AW,MU2,MU 2B 20 MU 2F,TPE331-1-151A,2,MU2,,T
TPE331-15AW,SW2,SA26AT MERLIN IIB,TPE331-1-151G,2,BE9L,,T
TPE331-2,MU2,MU 2C LR 1,TPE331-25A,2,MU2,,T
TPE331-2,SC7,SC7 SKYVAN 3 200,TPE331-2-201A,2,L410,,T
TPE331-3U,AC80,RC680V,TPE331-43,2,BE99,,T
TPE331-3U,SW3,SA 226T MERLIN IIIA,TPE331-3U-303G,2,MU2,,T
TPE331-3U,SW4,SA 226AT MERLIN IVA,TPE331-3U-303G,2,SW4,,T
TPE331-3W,SW3,SA 226T MERLIN IIIA,TPE331-3UW-303G,2,MU2,,T
TPE331-3W,SW4,SA 226TC METRO II,TPE331-3UW-303G,2,SW4,,T
TPE331-5A,AC90,RC690A,TPE331-5-251K,2,PAY2,,T
TPE331-5A,C212,C212M 100,TPE331-5-251C,2,JS32,,T
TPE331-5A,D228,DO228 212NG,TPE331-5A-252D,2,D228,,T
TPE331-5A,MU2,MU 2B 26A MU 2P,TPE331-5-252M,2,MU2,,T
TPE331-6,BE10,BEECH B100,TPE331-6-252B,2,F406,,T
TPE331-6,MU2,MU 2B 26 MU 2M,TPE331-6-251M,2,MU2,,T
TPE331-8,C441,CESSNA 441,TPE331-8-401S,2,PAY3,,T
TSIO-360C,C337,CESSNA T337H,TSIO-360-H,2,DA42,,P
TSIO-360C,P337,CESSNA P337G,TSIO-360-C,2,BE76,,P
TSIO-360C,P68,P68C TC,TO-360-C1A6D,2,BE76,,P
TSIO-360C,PA34,PA34 220T IV,TSIO-360-KB,2,PA34,,P
TSIO-360C,PA44,PA44 180,TO-360-E1A6D,2,PA44,,P
TSIO-520-WB,AC6L,RC685,GTSIO-520K,2,C414,,P
TSIO-520-WB,BE55,BEECH 95 E55,IO-520-C,2,BE55,,P
TSIO-520-WB,BE58,BEECH 58,IO-520-C,2,BE58,,P
TSIO-520-WB,C303,CESSNA T303,TSIO-520-AE,2,PA34,,P
TSIO-520-WB,C310,CESSNA 310R,IO-520-M,2,C310,,P
TSIO-520-WB,C335,CESSNA 335,TSIO-520-EB,2,C340,,P
TSIO-520-WB,C340,CESSNA 340A,TSIO-520-NB,2,C340,,P
TSIO-520-WB,C402,CESSNA 402B,TSIO-520-E,2,C402,,P
TSIO-520-WB,C404,CESSNA 404 II,GTSIO-520-M,2,C421,,P
TSIO-520-WB,C411,CESSNA 411A,GTSIO-520-C,2,C402,,P
TSIO-520-WB,C414,CESSNA 414A,TSIO-520-NB,2,C414,,P
TSIO-520-WB,C421,CESSNA 421C,GTSIO-520-N,2,C421,,P
